job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
880,DAS Field Technician,"US, AZ, Phoenix",,40000-85000,Tel Tech Networks is a Voice/Data/Video/Security systems contractor operating primarily in the Southwestern United States.  We are a telecommunications firm dedicated to exceeding costumer expectations through critical infrastructure installation and leading technology integration,"Tel Tech Networks, Inc. is currently seeking Wireless Field Technicians to join our team.  We are a full service communications integrator based in Phoenix, AZ, and we are currently recruiting team oriented wireless technicians who have experienced installing DAS/RF Systems.  Successful candidates will be able to read and interpret design plans to ensure smooth deployment of systems, while collecting and delivering close-out information, including but not limited to, antenna radiated power readings, installation pictures, BDA/DAS installation system screen shots and cable sweep results.  "," ·         Terminate, test, and fusion splicing MM and SM fiber.·         Operate an Anritsu Site Master.·         Must be proficient with Microsoft Office.·         Must have a clean MVD Record·         Must be able to pass criminal background check and drug testing.·         Be able to lift more than 50 lbs.Pay DOE.",,0,1,1,Full-time,Mid-Senior level,Unspecified,Wireless,Project Management,0
895,Scandinavian Equity Data Analyst,"GB, LND, London",,320000-350000,"Formed in 2006, Saul&amp;Partners is an executive search consulting firm specialising in talent management for permanent staff and interim consultants. We provide search services for vertical niche markets of Risk Management within Banking, Asset Management, FS and Online Digital Media industries. We search for executives from Business through to Sales, Business Development, Risk (OpRisk/Market/Credit), Treasury, ALM, Balance Sheet Management, Operations and Compliance.Our consultants draw on the expertise of Saul&amp;Partners to ensure we achieve the best job matches in the market.","The Role:Our client is seeking a highly motivated and driven Equity Data Analyst to join theirCompany Research team. They provide financial information to banks and financial institutions. This team is responsible for researching and analyzing financial data. The Fundamentals product offers customers As Reported and Normalized financials, key analytical ratios, industry specific data points, and Business Line and Geographic Segmentation data. The Earnings Estimates product is comprised of estimates for popular metrics such as Revenue, EPS and Net Income, contributed by hundreds of brokers and research houses. The analyst will be expected to ensure the consistency, quality and product delivery of a portfolio of companies across the various products. Additionally, they must deliver excellent customer service to customers and across internal departments. The Equity Data Analyst will also work closely with Research, Sales, R&amp;D, and the Business internally to contribute to the future development and strategic direction of the product. The ideal candidate will have outstanding written, communication, presentation, networking skills and a passion for the financial markets.","Qualifications and Skills Required:- Fluency in English and a Scandinavian Language is essential (Norwegian, Danish, Swedish or Finnish) - Experience of finance/accounting experience required (either through an internship or work experience) - Established network of equity professionals and desire to build additional relationships- Excellent written, communication, presentation, and networking skills- Ability to multi-task and work independently as well as collaboratively within a teamenvironment- Effective research and analysis skills, with attention to detail-Ability to read financial reports (statements and ratios)- Specialist knowledge of Bank/Financial/Insurance accounting reporting format isbeneficial- Experience using the Bloomberg Terminal-Interested in a research role and not a sales position",,0,1,0,Full-time,Entry level,Bachelor's Degree,Investment Banking,Accounting/Auditing,0
931,Office Assistant,"US, TX, Austin",Operations,,"Why CSD?CSD is not only a great place to work, but also to learn, grow and give back to the community. Our organization is made up of talented, motivated people from diverse cultural, educational and professional backgrounds. We believe in teamwork, shared ideas, and creating solutions together while respecting individuality and innovation. We seek out people who want to see their ideas put into action, are committed to making a difference and who believe that more is possible! Who We AreHere, you will discover colleagues who have passion for our company, our community, customers and each other, and that are led by a team of outstanding people who believe that more is possible from each and every one of us. ","This position will act as the primary receptionist for the Austin office and will be responsible for providing office staff with basic administrative support, maintaining a welcoming and creative space, and ensuring that office staff have the supplies necessary to effectively perform their responsibilities.  Some specific responsibilities include: Maintaining building security by managing the access cards, office keys and ensuring that public doors are accessible during regular business hours;Overseeing office custodial services, including upkeep of the CSD Café and ensuring that the Café is cleaned and stocked; Maintaining office supplies by checking stock to determine inventory levels, anticipating requirements, placing and expediting orders, verifying receipts, stocking items, and delivering supplies to work stations;Maintaining equipment by completing basic preventive maintenance, troubleshooting failures, calling for repairs, and monitoring equipment operation;Serving customers by answering questions, forwarding messages, confirming customer orders, keeping customers informed of order status, and assisting with office tours;Coordinating and preparing for meetings and special events by assisting with registrations and confirmations, reserving rooms, and arranging for refreshments and necessary equipment;Providing staff support by preparing bulk mailings, sending and receiving faxes and e-mails, coordinating and confirming conference room reservations, and distributes/sorts mail;Other office duties as assigned by supervisor.",High school diploma or equivalent;Minimum of 2 years of professional experience providing administrative support in an office environment;Proficient signed communication skills.,"CSD offers a competitive benefits package for full-time employees. For a full list of benefits and perks, please visit the career's page. Communication Service for the Deaf, Inc. is an Equal Opportunity Affirmative Action Employer and drug free and tobacco free workplace.",0,1,1,Full-time,Entry level,High School or equivalent,Nonprofit Organization Management,Administrative,0
1057,Branch Circulation Clerk,"US, FL, Apopka",North Orange,1161-1161,Great BenefitsCompetitive Pay,"SUMMARY:Under general supervision, performs a variety of public service duties involving automated circulation system functions. ESSENTIAL FUNCTIONS:This class specification lists the major duties and requirements of the job and is not all-inclusive.  Incumbent(s) may be expected to perform job-related duties other than those contained in this document and may be required to have specific job-related knowledge and skills. Customer ServiceDemonstrates courteous and cooperative behavior when interacting with public and staff; acts in a manner that promotes a harmonious and effective workplace environment.Provides public service at the Circulation Desk to include checking library materials in and out, maintaining patron accounts in the collection of fines and fees, and registering and issuing patron cards.Assists patrons with discovery of library materials, library equipment and library resources.Answers inquiries of customers and refers in depth inquires.Assists patrons with questions regarding Library Account(s).Performs routine shelf checks for materials.Assists patrons with computer related services, library computer systems and databases, personal digital devices, and other online resources. Library ActivitiesUtilizes automated library systems and other library equipment.Updates computer records as needed.Interacts extensively via phone, email, or in person with internal and external customers, district-wide staff, outside agencies, and other libraries.Operates general office equipment, to include but not limited to: copy machine, computers, scanners, vending systems, telephone, and facsimile machine; instructs customers as necessary.Sorts returned library materials and shelves/places materials in the designated area.  Programs/promotion/outreachCollects, organizes and distributes press materials for patrons to include welcome packets, programming supplements, class calendars and library newsletters.Attends community outreach events to promote library usage and resources.Designs, plans, implements programming to meet community needs including publicity, promotional materials and recording statistics.Creates displays and market library resources.Maintains bulletin boards. Office AdministrationCounts money for cash register and balances cash drawer; perform deposits as required.Inspects returned library materials for damage.Handles patron requests for materials including pulling items, patron notification and sending items to appropriate locations.Maintains clean organized environment.Collects waste and cleans areas as required.Monitors inventory levels and prepares supply orders for branch activities and functions.Processes periodicals for inclusion in collection.Processes donations and maintain book sale area for Friends of Library.Reports service issues and maintain vendor logs.Demonstrates courteous and cooperative behavior when interacting with public and staff; acts in a manner that promotes a harmonious and effective workplace environment. QUALIFICATIONS:To perform this job successfully, an individual must be able to perform each essential duty satisfactorily.  The requirements listed below are representative of the knowledge, skill, and/or ability required. Education and Experience:High School Diploma; AND one (1) year of customer service experience; OR an equivalent combination of education, training and experience as determined by Human Resources. Required Certificates, Licenses, and Registrations:Continued employment is contingent upon all required licenses and certificates being maintained in active status without suspension or revocation.None.Required Knowledge and SkillsRequired Knowledge:Public library methods and practices as they pertain to the Circulation Department.Record keeping principles and methods.Library District, Branch, and Circulation Department policies, procedures and terminology.Standard office practices and procedures, including filing and the operation of standard office equipment.Correct business English, including spelling, grammar and punctuation.Techniques for dealing with the public, in person and over the telephone.Required Skills:Perform basic arithmetic computations.Work independently in supervisor’s absence.Understand and follow oral and written instructions.Communicate clearly and concisely, both orally and in writing.Interpret, apply, and explain Library Policies and Procedures.Maintain accurate records and files.Organize own work, set priorities and meet critical deadlines.Use tact, discretion and prudence in dealing with those contacted in the course of the work.Contribute effectively to the accomplishment of team or work unit goals, objectives and activities.Establish and maintain effective working relationships with those contacted in the course of the work. SUPERVISION RECEIVED AND EXERCISED:Under General Supervision - Incumbents at this level are given assignments and objectives that are governed by specifically outlined work methods and a sequence of steps, which are explained in general terms. The responsibility for achieving the work objectives, however, rests with a superior. Immediate supervision is not consistent, but checks are integrated into work processes and/or reviews are frequent enough to ensure compliance with instructions. PHYSICAL/MENTAL REQUIREMENTS:The physical demands described herein are representative of those that must be met by an employee to successfully perform the essential functions of the job.  Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.  Mobility to work in an office setting, use standard office equipment and stamina to sit and stand for extended periods of time; strength to lift and carry up to 30 pounds; vision to read printed materials; and hearing and speech to communicate in person or over the telephone.  Incumbent must have the ability to bend, reach, stoop, and push. WORKING ENVIRONMENT:Work is performed in a  ""retail like"" environment. I understand it is my responsibility to uphold the Library System’s mission and values in the pursuit of all duties including:Respect for the individual, our organization and the communityExcellence in everything we doIntegrity in our actions with othersWhile providing excellent customer service to all internal and external customers",,,0,0,0,Part-time,Not Applicable,Some High School Coursework,Libraries,Customer Service,0
1074,Customer Service Team Lead ,"US, CA, Newark",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","We are currently seeking a Customer Service Team Lead. The right candidate will be an integral part of our talented team, supporting our continued growth. This position will be located in our Newark, CA location.Responsibilities include, but are not limited to:Coordinate work for Customer Service Associates.Process mail, deliver mail, scan in/out packages and deliver mail/packages.Coordinate work for Customer Service AssociatesRun mail meter and inserter equipmentHandle time-off requests and day-to-day processes of the teamHelp resolve employee and customer concerns/issuesAdministrative services/processing large volume reports using excel and assisting manager with quarterly business reviewsLift large bundles of mail and make mail deliveriesHandle time-sensitive materialPerform duties and special requests as assigned by managementBalance workload; provide guidance and direction to team; serve as focal point for communication with customer and company personnelEnsure operating and quality standards are met based on service objectivesMaintain accuracy of required reports, logs and measurementsEnsure the highest levels of customer careEnsure adherence to business guidelines, safety &amp; security proceduresResponsible for all aspects of equipment; make appropriate equipment recommendationsProvide constructive feedback and recognition to teamSupport financial results by minimizing site waste and rework","Requirements:Experience coordinating extensive Reprographic OperationsExperience coordinating/deploying work to employees requiredMinimum of 1-year customer service related experience requiredAbility to resolve employee and customer concerns/issuesAbility to communicate both verbally and written with customers and company personnelHigh school diploma or equivalent (GED) requiredAbility to effectively work individually or in a team environmentAbility to handle multiple projects simultaneouslyStrong organizational and administrative skills requiredAbility to meet employer's attendance policyComputer proficiency in email environments, MS Word/ExcelHeavy LiftingAbility to adhere and administer companies policies and proceduresStanding for long periods of timeSignificant walkingWillingness to work overtime if neededWillingness to submit to a pre-employment drug screen and criminal background checkMay require flexible work schedules ",,0,1,0,Full-time,Entry level,High School or equivalent,Computer Hardware,Customer Service,0
1076,"International Broadcaster, Sango Language","US, DC, Washington",,,"Applied Memetics LLC is a professional services company dedicated to integrating and delivering best practice communication and information solutions in pre-conflict, conflict, or post-conflict areas.  The world has changed: ‘always on’ brands require a new way of thinking to engage and manage their consumers. Our purpose is to inspire original thinking through a deeper understanding of technology and human behaviour.  From strategy through to implementation, our teams of connected specialists – all experts in their respective fields – work together to help our clients maximise the opportunities created by the changing digital world and create a multi faceted digital strategy through to implementation.Our work explores a new model of journalism that is based around a global story – in this case, the struggle for human rights and democracy around the world. Our goal is to build a better user experience of these stories by adding context to content, using the latest digital tools of the day. Over time, we hope to add greater clarity, deeper understanding, and more sustained engagement to the conversations surrounding global events. As such, our content is transcribed and translated into English for broadcast to a global audience.","The International Broadcaster shall have at least five (5) years of current experience. The International Broadcaster shall perform a combination of services that will include researching, interviewing, writing and voicing original news stories and reports. The International Broadcaster shall have the ability to adapt material for radio, television and/or internet about events in the target region, the U.S. and other countries. The individual shall produce and edit reports using compatible digital technology and shall be able to record and process interviews by phone, live face-to-face or in the field. The individual shall have extensive knowledge of the target region, its people, culture, institutions and political situation, and the ability to adapt English material to the target language and adapt the target language to English. The International Broadcaster shall possess and employ basic multimedia skills as required in the completion of each assignment, including the ability to take still photographs and record video via smartphone during field reporting assignments, and to upload photos and videos as needed to agency-based file servers. He or she shall assess different information to validate the comprehensiveness, accuracy and balance of news products, and shall demonstrate high standards of journalism and news experience. He or she shall have the ability to function as news announcer on live or pre-recorded news bulletins or newscasts; for video assignments the International Broadcaster shall wear attire suitable for the assignment. The International Broadcaster shall be familiar with the Agency’s Best Practices Guide and shall adhere to its policies. ",The International Broadcaster shall properly complete all daily tasks. These daily tasks include but are not limited to: preparing for assignments (fails not more than once per week); revising video packages (fails not more than twice per week); correcting production errors in stories (fails not more than twice per week); properly creating line-ups and logs (fails not more than once per week).Knowledge of Africa and Sango language required. Knowledge of French preferred. ,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Broadcast Media,,0
1087,Ruby on Rails Developer,"GB, , Glasgow / Birmingham / London / Remote",,35-45,"Newspaper Club is a service to help anyone make and print their own newspapers. Our mission is to give people the tools to turn whatever they want into newsprint, quickly and easily.The company was founded in 2009 by Ben Terrett, Tom Taylor and Russell Davies, who felt that rumours of print’s death had been greatly exaggerated. And with more reading being done digitally, the joy of holding something physical was more important than ever. As an experiment, they designed a newspaper called Things Our Friends Have Written On The Internet. It delighted people so much that the seeds of Newspaper Club were born.With initial support from Channel 4’s innovation fund 4iP, the team worked on making the process of designing and printing a newspaper easier. The first step, producing a good-looking newspaper without expensive, complicated design software, was solved by the invention of ARTHR – Newspaper Club’s free layout tool. The next step, finding someone to print it on real newsprint, and understanding what on earth they’re talking about was addressed by partnering with established newspaper printers and building an easy-to-use web service, staffed by a team of friendly people.Since then, we've won a Design of the Year award for Graphics in 2010 and a BIMA for Technical Achievement, and we’ve grown to a team of 13, with offices in London, Birmingham and Glasgow.We’ve printed over 6 million newspapers for thousands of customers all over the world, including the BBC, Coca Cola, the Guardian, Penguin Books, the London Philharmonic Orchestra, and Sony Records.And yes, we're still excited about printing newspapers.","Newspaper Club helps people make and print their own newspapers. Since 2010 we’ve printed over 6 million papers, built a rich Javascript web app (ARTHR) for designing a paper in your browser, launched a print-on-demand marketplace (The Newsagent) and a personalised newspaper service (PaperLater), which launched recently, to much acclaim. Here's a great blog post from a recent customer of ours.Our small tech team is now focused on overhauling our site and redeveloping ARTHR to make it even easier for anyone to make their own newspaper. We’re looking for an experienced Ruby and Javascript developer to join us and help build the next generation of Newspaper Club.","We're looking for someone with 3+ years experience writing modern, tested, production-ready Ruby on Rails code, and a strong interest in object oriented Javascript (ARTHR is primarily built on #URL_b7bad8ac916069eadd573f035544c52dc3519a0ba054fb7ab1ff9ba3e1525399#).You'll work closely with a small team to develop the next iteration of ARTHR and support development of our core site and services, with our experienced customer service team. You’ll be a pragmatist with a desire to iterate quickly on a product, while balancing that with the need to build well engineered software.Our main office is in Glasgow with team members also based in Birmingham and London. We use tools like Slack, Skype, and Basecamp to communicate so clear communication skills are a must. Ideally you'd work in one of our existing locations but you could work remotely, with some occasional (expenses paid) travel to one of our offices.The following experience would be useful, but is not required for this position:+ #URL_b7bad8ac916069eadd573f035544c52dc3519a0ba054fb7ab1ff9ba3e1525399# or similar Javascript frameworks.+ Linux server administration experience, including configuration management tools such as Ansible and Chef.+ PDF files, and the printing process in general.","In return, we’ll offer a competitive salary (up to £45k for this position), flexible hours and a relaxed working environment. We believe in having fun, doing work we’re proud of, and going home on time.If this sounds like you, we’d love to hear from you. Send us an application describing why you’d be right for the role, with a link to your site, CV, portfolio, GitHub page or similar.",1,1,0,Full-time,Mid-Senior level,Unspecified,Printing,Engineering,0
1105,Freelance Presentation Consultant,"US, NY, New York",,,"Propoint provides custom, visual solutions that help our corporate clients engage their audience, win big, and set them apart from competitors. With more than a decade of success, over 10,000 projects, and thousands of clients of all sizes – from Fortune 500 companies to startups, our team has the extraordinary talent and deep expertise needed to create inspired and compelling solutions.We build world-class, custom presentation designs in a variety of formats including slide shows (PowerPoint, Prezi, Google Slides, Keynote), infographics, motion graphic videos, and mobile experiences (apps and epub). See the entire suite of our creative services at #URL_ff43622388e9246567b9f290115e41ec6fc9596479d0158afce1919bf76583db#","Propoint is an award-winning creative studio in New York City seeking a Freelance Presentation Consultant who excels at creating engaging and thoughtful stories through presentations and videos for corporate clients.WHAT YOU WILL DO.Formulate a creative message for clients and build a compelling presentation storyboards through which to communicate that messageWrite engaging, succinct content for a wide range of audiencesCreate storyboards (i.e. outlines) replete with visuals for PowerPoint and Motion Graphics presentations and demosEdit and create copy ensuring they have the appropriate tone, structure and style for the presentation.Quench our clients’ never-ending thirst for innovative ideasCollaborate with our project managers and creative team on project needs, deliverables, and timelines Find effective methods for blending data-driven information with storytelling to craft presentations with impactConceive the right visuals – though not creating or designing them – to supplement text content  ","WHAT IT TAKES.At least 2 years of freelance experience and several years as a presentation consultant or in a comparable roleYou need to be versatile and adapt copy voice and tone for various clientsA visual thinker with knowledge of graphic design, technology, software, creative services, and business management concepts  Exceptional grammar, writing, copyediting, and proofreading skillsA four-year college degreeAbility to telecommute with steadfast reliabilityEfficiently ensure on-time completion of all jobs within budget constraintsProfessional demeanor with high degree of comfort speaking and working directly with clientsNICE IF YOU ALSO HAVE.Understanding of marketing content strategyStrong conceptual/strategic thinking abilityBackground in Corporate Communications, Marketing, Journalism, or Executive Support","PAY &amp; PERKS.Competitive hourly rate (1099)Creative, fun, and unapologetically nerdy work culture (even from afar)HOW TO GET IN.Submit a resume along with a thoughtful letter outlining your presentation consultation experience.  Please include your hourly compensation requirements.  Propoint is currently seeking candidates authorized to work in the US and cannot provide sponsorship for work.  ProPoint Graphics is an equal opportunity employer.ENOUGH ABOUT YOU.Since our start in 2002, Propoint has specialized in creating high-impact, premium visual experiences for clients of all sizes.  Our client portfolio includes some of the world’s most recognizable brands like ADP, Google, Mercer, JP Morgan and Showtime.We are a creative studio packed with people who boast eclectic backgrounds in digital design.  Our team is passionate about working with organizations and big thinkers to transform their ideas into thrilling visual stories.  Using a unique perspective and collaborative methodology, we tackle each project with creativity and vigor.  Our informal, entrepreneurial culture is an excellent work environment where a new addition to our team can succeed and have fun.  For more information, please visit #URL_ff43622388e9246567b9f290115e41ec6fc9596479d0158afce1919bf76583db#.",0,1,1,Contract,,Bachelor's Degree,Graphic Design,Writing/Editing,0
1132,Senior Android Developer,"US, OR, Portland",Product,,"Goldstar is the world’s largest online seller of half-price tickets to live theater, concerts, comedy and sports. We execute on our core mission to help people go out more by connecting our more than 2 million members with 5,000 live event producers, including everyone from Major League Baseball to Cirque du Soleil. Currently in 30 U.S. cities, we are expanding rapidly. Founded in 2002, Goldstar is headquartered in Pasadena, CA, and is 100% founder, family and employee owned.To truly understand Goldstar it may be easier to think about what we’re not. We’re not a secondary ticket broker. We’re also not a ticket exchange or auction site. And even though we publish discounts and it’s free to sign-up for our email newsletter, we’re not a daily deals site. Think of us as a club where you’re always in the know about local events, tipped off about a cool show, and given access to great deals on tickets. In fact, at Goldstar we like to say that we’re not in the business of finding buyers for our tickets, we’re in the business of finding tickets for our buyers.","#URL_6123c7dc036f8e6a05fd69c6e9322166019dc04c43623073489a23dec5edfbc3# is looking for an experienced Android developer to join our small mobile app team and build an android version of our recently launched iOS app.Andorid Developers are in high demand, you don’t need us to tell you that. Goldstar's not a start-up, but we're still entrepreneurial. We're an established leader, but still scrappy and innovating. We're profitable, not waiting to hit some mythical milestone to get another round of funding. And eighty employees makes us not too big and not too small and still growing. See this profile on us that 37 Signals did: http://37#URL_6eacbc0b8790f9cac0d9f75c2f7a8d32aba5c553becea03af7c2b612363562bd#We have a small (1 person in house currenty) iOS dev team and we’re looking to add a developer to our mobile team to create a world class experience for our millions of members. Our mobile app team is backed by an experience and collaborative server-side team. We move fast, iterate often, and ship all the time. You will have significant influence on the product and the technical direction of the app. You’ll work collaboratively with the rest of the company to build a world class user experience. You’ll be helping millions of people go out more and experience their community and you’ll be helping out thousands of theaters, musicians, and comedians by building their audience.We're looking for professional, experienced android developers. We have offices in Pasadena, CA and Portland, OR. We're excited to help relocate the right people, but we’re not really into telecommuters right now, although there are always exceptions. We're looking for people that know how to ship great mobile applications.","We're looking for individuals experienced in working with the following things:Rich, animated user interfacesSecure ecommerce transactionsGeolocationHypermedia JSON APIsTranslating iOS UX to Android UX","Top of market salaries based on experienceStock options in our fast growing company100% paid medical, vision and dental insurance including coverage for spouses and dependents at no additional costEmployee ‘comp’ tickets to great eventsFlexible, professional work environment that is still fun and family friendly",0,1,1,Full-time,Mid-Senior level,,Entertainment,Information Technology,0
1160,Entry Level Sales Representative,"US, MN, Hopkins",,40000-45000,"Shippers Supply, Inc., founded in 1928, is an independently owned and operated wholesale distributor of shipping, packaging, industrial and productivity / equipment solutions. We are located in Hopkins, MN and serve the upper Midwest.Our experienced team values the importance of understanding our customer’s businesses and helping them find the best-fit solution to achieve their goals.We are looking for an individual that aligns with our Core Values to ensure continuation of a high performing culture that provides opportunities for continued growth and development of our employees.","Shippers Supply, Inc, located near Minneapolis, MN, is a leading wholesale distributor of shipping, packaging, and industrial equipment solutions. We are looking to add motivated people to our Entry-Level Sales Representative Program.  We will invest in and train the right person to eventually assume the role of Outside Sales Representative.We value sales talent and are willing to train on the nuances of our industry. Ours is a highly rewarding field and this position offers excellent room for promotion and material growth. The ideal candidate has a degree in business, marketing, communications or sales. If this is you, we encourage you to apply.To The Right Sales Development Candidate We Offer:A training salaryTraining on our industry, products and applications our customers valueLearning through classroom training plus work in several positions of our sales operations so the sales trainee gains skills essential to a successful launch as a professional outside sales representative.A development plan leading to assumption of their own sales territory.On-target earnings first full year of commissions after training are $80-140,000.Our serious reps do better.Medical, Dental available.401K and profit sharing plans.Home every night.Shippers Supply (#URL_d902c2465f7843c4d5f766ab30d6142b50e7bc99cd541e2b466184e59af48ac1#-#URL_01dbefa24dcf675e26334f28b0f7f3bd8bde70bd38b5543b2fa78abe2ad3d6e5#) is a growing company that provides consumable products, systems and services to clients located in Minnesota, with some coverage to 4 other states. As we grow, we continue to expand our team. We encourage all interested candidates to apply.Duties and Responsibilities For Sales Development Trainee Include:      Learning to hunt for your leads and following our direction to build a book of business.Learning to sell conceptual services, plus products you can demonstrate plus commodities.We will teach you to think like an entrepreneur; Margins then volume and growth.Working Conditions and Physical Requirements:Occasional lifting of up to 70 lbs. (samples, products, etc.).Home evenings &amp; weekends.","Skills/Requirements For Sales Development Candidate Include:Four-year degree.Demonstrated success in some academic, military or athletic competition.An interest in business, strong communication skills, and work well with people.Basic level computer skills (Microsoft Word, Excel).","Medical, Dental, Vision available.401K and profit sharing plans.Home every night.",0,1,1,Full-time,Entry level,Bachelor's Degree,Wholesale,Sales,0
1194,Office Administrator,"US, CA, San Francisco Bay Area ",,,"Replise was started in 2008, just a year after Twitter was launched, by a bunch of serial entrepreneurs who believed they could bridge the gap between technology and business. We focus on what we are best at: analysing social media and giving insights; so our customers can focus on what they are best at: their core business. The expertise of our research team, the flexibility of our social analytics platform and the breadth and depth of our data empower our customers. They can develop better products because we help them understand the needs and wants of their target audiences. They can keep ahead of their competitors and keep up with their industry’s cutting edge because we help them see what’s in the big picture and what is not. This is why we work with brands like Nike, Samsung and Nestle, and many communication agencies across Europe.","Come and join our award-winning firm! At Replise, we value our employees and reward them for excellence. We are currently looking for an Office Administrator to join our team in our future office (Locations include LA/SF/NY).  Replise is a social media intelligence firm known for its innovative approach to social media research.As we grow and expand our services in the US market, we’re looking for the best and brightest to join our team. Bring your talent, your skills, and your enthusiasm to a career at Replise as an Office Administrator.Duties and responsibilities:Coordinate and set-up client and staff meetingsAssist with spreadsheet and word processingCopying, faxing, filing, bindingReception back-up (answering telephones, shipping and receiving, etc.)Assist administratively for other San Francisco project teams, as neededOrders office and kitchen supplies and coordination with vendorsCoordinates with the property management any issues relating to the office space, building and facilitiesSupervises front desk and mailroom dutiesEvent planning and coordinationMust be a problem solverOther duties as required",The position of Office Administrator will require excellent organisational skills to handle the office management and administrative support for the Replise US office.Desired Skills and ExperienceQualified applicants should have a minimum of 2 years of administrative experienceMust be proficient in MS Word and Excel.  Requires exceptional organisational skills.  Excellent verbal and written communication skills are necessary. ,"About RepliseAt Replise, we believe in social media. We draw business insights from social media using proven market research methodologies. We help our customers get the cutting edge intelligence they need to create their strategies and define their tactics. Replise was started in 2008, just a year after Twitter was launched, by a bunch of serial entrepreneurs who believed they could bridge the gap between technology and business. We focus on what we are best at: analysing social media and giving insights; so our customers can focus on what they are best at: their core business. The expertise of our research team, the flexibility of our social analytics platform and the breadth and depth of our data empower our customers. They can develop better products because we help them understand the needs and wants of their target audiences. They can keep ahead of their competitors and keep up with their industry’s cutting edge because we help them see what’s in the big picture and what is not. This is why we work with brands like Nike, Samsung and Nestle, and many communication agencies across Europe. Now, we are extending our business operations in the US and Canada, so we’re recruiting a complete team of social media pros.",0,1,0,Full-time,,,Research,Administrative,0
1309,Flash Animator (QC),"IN, MH, Pune",Animation,,"Lakshya Digital is one of the largest Game Development and Interactive Entertainment companies in South Asia. We work across business verticals such as Services, IP creation and Game-learning. We are the authorized developer for Microsoft and Sony PlayStation Home and we have bene working with major game publishers and developers such as Naughty Dog , EA, Ubisoft, Rockstar, Disney, Yukes and Vivendi (now Activision Blizzard) on over 75 game titles across genres, platforms and technologies including PC, MMOGs, Consoles, Online, Casual, Social, Mobile (iOS and Android) etc.To know more about us, please visit our website at #URL_624c296e6a80659447da8eb81bd341e527edbf4e653ce459217061a629ca63f4#",Job Description:• Check quality of visually appealing and conceptually strong interfaces created in Flash or Photoshop.• Creating &amp; checking quality art in Flash.• Animating art,Skills Required:• Experience in integration of 3D content/Sound Files/2D Content into flash presentation• Experience of creating user interfaces and templates in Flash.• Knowledge of Photoshop is helpful.• Experience of creating flash animation is must• Experience of working in an e-learning content creation company preferred,,0,1,0,Contract,Associate,Certification,Animation,Art/Creative,0
1375,Customer Service Team Lead ,"US, IN, Indianapolis",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","We are currently seeking a Customer Service Team Lead. The right candidate will be an integral part of our talented team, supporting our continued growth. This position will be located in our Indianapolis, IN location. RESPONSIBILITIES:Balance workload; provide guidance and direction to team; serve as focal point for communication with customer and company personnelDeploy staff as required while prioritizing workload assignmentsAct as a workflow coordinator to manage projects as needed outside normal dutiesEnsure operating and quality standards are met based on service objectivesMaintain accuracy of required reports for volume tracking, maintain daily logs of measurements and other accountable itemsMaintain proper records management procedures (if applicable)Ensure the highest levels of customer careEnsure adherence to business guidelines, safety &amp; security proceduresResponsible for all aspects of equipment; make appropriate equipment recommendationsProvide constructive feedback and recognition to team • Provide manager with information and recommendations on HR and/or client related mattersIdentify and create the potential for add-on business by developing a understanding of the clients' business strategy andSupport financial results by minimizing site waste and reworkResponsible for area if no manager is present on siteRun network high production print equipmentRun network high production inserter equipmentRun network high production pressure seal equipmentPerform scanning and imaging tasksPerform quality inspections, tabulate data, identify root cause of performance issuesQuality check printed and reprographics material and finished goods  Lift large boxes of paper for storage or production useMaintain paper and envelope inventory (counts and stock)Handle time-sensitive materialHandle confidential material  Perform duties and special requests as assigned by management","QUALIFICATIONS:1 year minimum experience operating network high production print and insert equipmentAbility to handle multiple projects simultaneously print background required Ability to adapt to change in a fast-growing print production environment1 year minimum experience performing scanning andStrong organizational and administrative skills imaging tasks preferredDemonstrated ability to show initiative and accept ownership1 year minimum customer service related experience preferred 1 year minimum experience in a high production print environmentStrong computer proficiency in email environmentsHigh school diploma or equivalent strong Microsoft Excel, Access, and Word knowledge required Ability to communicate both verbally and written with customersAbility to lift items weighing up to 50 poundsAbility to effectively work individually or in a team environmentMay be required to stand for long periods of time ",,0,1,0,Full-time,Entry level,High School or equivalent,Government Administration,Customer Service,0
